1,0
2,2.5
3,3.5
4,2.5
5,0
6,8
7,2.5
8,1
9,2.5
10,3.5
11,2.5
12,0
13,8
14,2.5
15,0
16,2.5
17,5
18,2.5
19,0
20,10
21,2
22,1
23,2
24,5
25,2.5
26,0
27,10
28,2
29,0
30,2
31,5
32,2.5
33,0
34,11
35,2
36,1
37,2.5
38,5
39,2
40,0
41,10
42,2
43,1
44,2.5
45,5
46,2
47,0
48,11
49,2.5
50,0
51,5
52,2.5
53,3.5
54,0
55,0
56,5
